Tanggal,Emas,IHSG,Minyak Mentah,Kurs USD/IDR
2021-07-16,844.434,6072.51,1040885.9500000001,14495.0
2021-07-19,849.675,6017.39,964086.3,14515.0
2021-07-21,838.934,6029.98,1022162.0,14540.0
2021-07-22,842.836,6137.55,1041256.7999999999,14480.0
2021-07-23,838.762,6101.69,1044294.2999999999,14490.0
2021-07-26,839.762,6106.39,1041256.7999999999,14480.0
2021-07-27,839.485,6097.05,1038208.5000000001,14490.0
2021-07-28,841.389,6088.52,1048569.15,14485.0
2021-07-29,849.498,6120.73,1066017.6,14480.0
2021-07-30,843.798,6070.04,1069317.0,14460.0
2021-08-02,837.369,6096.54,1027569.2000000001,14420.0
2021-08-03,835.912,6130.57,1011830.4,14340.0
2021-08-04,835.258,6159.04,975226.5000000001,14310.0
2021-08-05,831.877,6205.42,990750.6000000001,14340.0
2021-08-06,816.125,6203.43,979818.0,14350.0
2021-08-09,801.792,6127.46,954652.8,14360.0
2021-08-10,799.376,6088.41,982010.2000000001,14380.0
2021-08-12,810.898,6139.65,993514.2000000001,14380.0
2021-08-13,821.703,6139.49,984509.4,14385.0
2021-08-16,825.761,6087.91,966957.3,14370.0
2021-08-18,827.731,6118.15,940660.2,14370.0
2021-08-19,829.159,5992.32,917136.0,14400.0
2021-08-20,825.119,6030.77,900524.0,14450.0
2021-08-23,835.31,6109.83,945872.4,14410.0
2021-08-24,834.645,6089.5,971900.6000000001,14390.0
2021-08-25,830.255,6113.24,984042.2,14395.0
2021-08-26,833.242,6058.08,971859.3,14415.0
2021-08-27,837.151,6041.37,990887.1,14415.0
2021-08-30,834.006,6144.9,994409.2799999999,14368.0
2021-08-31,831.451,6150.3,977152.5,14265.0
2021-09-01,830.07,6090.93,979465.2000000001,14280.0
2021-09-02,828.773,6078.23,998757.2999999999,14270.0
2021-09-03,837.335,6126.92,988075.4000000001,14260.0
2021-09-06,834.545,6126.94,978336.0,14220.0
2021-09-07,822.149,6112.4,971253.4999999999,14210.0
2021-09-08,822.118,6026.02,987525.0,14250.0
2021-09-09,822.946,6068.22,970995.0,14250.0
2021-09-10,819.547,6094.87,990024.0,14200.0
2021-09-13,821.435,6088.16,1003912.5,14250.0
2021-09-14,826.427,6129.1,1003702.7,14245.0
2021-09-15,821.207,6110.23,1033966.4,14240.0
2021-09-16,803.433,6109.94,1034692.5,14250.0
2021-09-17,804.423,6133.25,1023773.25,14225.0
2021-09-20,810.014,6076.31,1000929.6000000001,14240.0
2021-09-21,812.803,6060.76,1004421.6,14235.0
2021-09-22,809.47,6108.27,1028555.2000000001,14240.0
2021-09-23,800.676,6142.71,1043792.0,14240.0
2021-09-24,803.572,6144.81,1054584.9000000001,14255.0
2021-09-27,801.927,6122.5,1075162.5,14250.0
2021-09-28,798.853,6113.11,1074388.3,14270.0
2021-09-29,797.046,6162.55,1069320.7,14290.0
2021-09-30,807.624,6286.94,1073679.3,14310.0
2021-10-01,810.058,6228.85,1085463.4,14305.0
2021-10-04,811.073,6342.69,1107249.3,14265.0
2021-10-05,804.38,6288.05,1124594.6400000001,14248.0
2021-10-06,809.803,6417.32,1103377.5,14250.0
2021-10-07,800.682,6416.4,1113034.5,14215.0
2021-10-08,805.328,6481.77,1128357.0,14220.0
2021-10-11,800.57,6459.7,1143786.5999999999,14205.0
2021-10-12,805.053,6486.27,1146297.6,14215.0
2021-10-13,817.474,6536.9,1143454.5999999999,14215.0
2021-10-14,811.265,6626.11,1147690.6500000001,14115.0
2021-10-15,799.29,6633.34,1157679.6,14070.0
2021-10-18,801.324,6658.77,1162816.2,14105.0
2021-10-19,801.883,6656.0,1167496.0799999998,14073.0
2021-10-21,811.849,6632.97,1164900.0,14120.0
2021-10-22,820.109,6643.74,1182691.2000000002,14120.0
2021-10-25,823.116,6625.7,1185622.8,14155.0
2021-10-26,815.732,6656.94,1197797.5,14150.0
2021-10-27,821.378,6602.21,1171292.2,14170.0
2021-10-28,821.581,6524.08,1173417.7,14170.0
2021-10-29,815.885,6591.35,1183769.0499999998,14165.0
2021-11-01,822.501,6552.89,1197292.25,14245.0
2021-11-02,821.143,6493.27,1195717.5,14250.0
2021-11-03,819.104,6552.13,1155893.7,14295.0
2021-11-04,830.09,6586.44,1129741.35,14335.0
2021-11-05,836.912,6581.79,1164192.75,14325.0
2021-11-08,836.15,6632.3,1167912.1500000001,14255.0
2021-11-09,838.919,6669.92,1198296.0,14240.0
2021-11-10,850.29,6683.15,1159095.0,14250.0
2021-11-11,853.993,6691.34,1163473.4000000001,14260.0
2021-11-12,850.719,6651.05,1149884.07,14233.0
2021-11-15,849.392,6616.03,1149304.8,14210.0
2021-11-16,846.97,6651.21,1148407.2000000002,14220.0
2021-11-17,854.05,6675.8,1115846.4,14240.0
2021-11-18,849.304,6636.47,1123917.25,14225.0
2021-11-19,846.893,6720.26,1083283.5,14235.0
2021-11-22,829.527,6723.39,1093303.75,14245.0
2021-11-23,822.032,6677.88,1119017.5,14255.0
2021-11-24,822.969,6683.28,1117449.45,14255.0
2021-11-25,823.072,6699.35,1104253.65,14265.0
2021-11-26,830.767,6561.55,974545.0000000001,14300.0
2021-11-29,823.595,6608.29,1001684.0,14320.0
2021-11-30,816.368,6533.93,947697.6000000001,14320.0
2021-12-01,823.843,6507.68,940273.7999999999,14340.0
2021-12-02,818.603,6583.82,955937.5,14375.0
2021-12-03,832.911,6538.51,953812.7000000001,14395.0
2021-12-06,826.458,6547.12,1003088.1499999999,14435.0
2021-12-07,823.562,6602.57,1035718.75,14375.0
2021-12-08,820.408,6603.8,1038727.8,14355.0
2021-12-09,819.659,6643.93,1017989.0,14350.0
2021-12-10,822.96,6652.92,1029897.9,14370.0
2021-12-13,822.457,6662.87,1022298.6000000001,14340.0
2021-12-14,815.93,6615.64,1013560.9,14330.0
2021-12-15,820.134,6626.26,1015567.1000000001,14330.0
2021-12-16,830.375,6594.8,1037929.2,14340.0
2021-12-17,831.678,6601.93,1017903.9,14365.0
2021-12-20,828.707,6547.11,980806.25,14375.0
2021-12-21,821.122,6554.31,1017940.56,14313.0
2021-12-22,823.474,6529.59,1039376.6000000001,14285.0
2021-12-23,823.925,6555.55,1051286.1300000001,14247.0
2021-12-27,828.185,6575.44,1074983.25,14225.0
2021-12-28,826.434,6598.34,1080815.5,14225.0
2021-12-29,825.03,6600.68,1090980.0,14250.0
2021-12-30,832.866,6581.48,1098262.3499999999,14265.0
2022-01-03,828.457,6665.31,1085205.1199999999,14264.0
2022-01-04,836.657,6695.37,1100957.0,14300.0
2022-01-05,838.39,6662.3,1117536.75,14355.0
2022-01-06,827.709,6653.35,1143429.4,14390.0
2022-01-07,826.986,6701.32,1132609.5,14355.0
2022-01-10,827.684,6691.12,1119080.1500000001,14305.0
2022-01-11,836.243,6647.97,1161446.0,14300.0
2022-01-12,839.154,6647.06,1182991.6,14315.0
2022-01-13,837.816,6658.36,1173494.8,14290.0
2022-01-14,836.42,6693.4,1198206.9,14295.0
2022-01-17,838.219,6645.05,1198022.3499999999,14315.0
2022-01-18,837.569,6614.06,1224639.05,14335.0
2022-01-19,849.01,6591.98,1248745.5999999999,14360.0
2022-01-20,847.128,6626.87,1245711.5,14335.0
2022-01-21,845.219,6726.37,1220481.9,14335.0
2022-01-24,850.59,6655.17,1194665.4000000001,14340.0
2022-01-25,852.224,6568.17,1228360.0,14350.0
2022-01-26,841.563,6600.82,1253472.5,14350.0
2022-01-27,831.809,6611.16,1245884.85,14385.0
2022-01-28,828.74,6645.51,1248905.7,14385.0
2022-01-31,828.879,6631.15,1267597.0,14380.0
2022-02-02,834.225,6707.65,1266972.3,14355.0
2022-02-03,835.265,6683.85,1297631.25,14375.0
2022-02-04,837.073,6731.39,1327233.18,14378.0
2022-02-07,843.276,6804.94,1314551.4,14395.0
2022-02-08,844.599,6789.52,1285890.4,14390.0
2022-02-09,844.635,6834.61,1287069.3,14355.0
2022-02-10,843.268,6823.64,1288879.2,14340.0
2022-02-11,857.223,6815.61,1335985.0,14350.0
2022-02-14,860.481,6734.49,1367464.5,14325.0
2022-02-15,849.909,6807.5,1316601.0,14300.0
2022-02-16,858.142,6850.2,1335123.3,14255.0
2022-02-17,877.085,6835.12,1313544.4000000001,14315.0
2022-02-18,876.4,6892.82,1304577.75,14325.0
2022-02-21,881.28,6902.96,1327211.25,14325.0
2022-02-22,877.627,6861.99,1326238.3499999999,14361.0
2022-02-23,881.699,6920.06,1320253.5,14335.0
2022-02-24,883.937,6817.82,1334607.8,14380.0
2022-02-25,870.642,6888.17,1315690.35,14365.0
2022-03-01,901.15,6921.44,1482382.3499999999,14335.0
2022-03-02,892.584,6868.4,1590981.0,14385.0
2022-03-04,911.301,6928.33,1664056.8,14385.0
2022-03-07,926.084,6869.07,1719957.0,14405.0
2022-03-08,943.921,6814.18,1780661.5,14395.0
2022-03-09,912.264,6864.44,1559301.5,14345.0
2022-03-10,916.21,6924.01,1513435.5,14275.0
2022-03-11,915.717,6922.6,1563419.0,14300.0
2022-03-14,900.842,6952.2,1476133.3,14330.0
2022-03-15,882.647,6918.19,1381503.0,14325.0
2022-03-16,883.921,6992.4,1360022.4000000001,14310.0
2022-03-17,895.294,6964.38,1472614.0,14300.0
2022-03-18,886.031,6954.96,1501398.0,14340.0
2022-03-21,892.454,6955.18,1607576.56,14338.0
2022-03-22,886.364,7000.82,1604426.56,14356.0
2022-03-23,899.799,6996.12,1648670.85,14345.0
2022-03-24,904.705,7049.69,1611404.96,14344.0
2022-03-25,903.488,7002.53,1633326.0,14340.0
2022-03-28,888.592,7049.6,1521797.52,14362.0
2022-03-29,883.955,7011.69,1497199.1199999999,14363.0
2022-03-30,891.052,7053.19,1546138.7999999998,14340.0
2022-03-31,893.439,7071.44,1440823.04,14368.0
2022-04-01,889.35,7078.76,1426013.55,14365.0
2022-04-04,889.851,7116.22,1482377.84,14353.0
2022-04-05,887.272,7148.3,1462616.2,14345.0
2022-04-06,889.63,7104.22,1381381.6500000001,14355.0
2022-04-07,893.37,7127.37,1378798.74,14358.0
2022-04-08,899.831,7210.83,1411013.6,14360.0
2022-04-11,902.474,7203.79,1354475.85,14365.0
2022-04-12,908.728,7214.78,1444616.0,14360.0
2022-04-13,913.851,7262.78,1497238.5,14362.0
2022-04-14,912.553,7235.53,1533983.85,14343.0
2022-04-18,912.517,7275.29,1553138.13,14353.0
2022-04-19,901.188,7199.23,1470197.6,14335.0
2022-04-20,903.744,7227.36,1474976.25,14355.0
2022-04-21,902.391,7276.19,1488659.9700000002,14343.0
2022-04-22,898.787,7225.61,1465316.92,14356.0
2022-04-25,881.055,7215.98,1424395.7000000002,14455.0
2022-04-26,884.699,7232.15,1465497.0,14410.0
2022-04-27,875.918,7196.76,1471128.4,14420.0
2022-04-28,884.673,7228.91,1527193.2,14495.0
2022-05-09,867.768,6909.75,1500474.95,14555.0
2022-05-10,856.379,6819.79,1452006.8,14555.0
2022-05-11,867.035,6816.2,1538609.0499999998,14555.0
2022-05-12,858.747,6599.84,1548967.3499999999,14595.0
2022-05-13,853.973,6597.99,1614258.9,14610.0
2022-05-17,853.804,6644.47,1646098.0,14645.0
2022-05-18,860.892,6793.41,1609329.1500000001,14685.0
2022-05-19,866.516,6823.33,1652853.2999999998,14730.0
2022-05-20,871.122,6918.14,1658819.5,14650.0
2022-05-23,871.566,6840.77,1617954.3,14670.0
2022-05-24,878.286,6914.14,1608679.3499999999,14655.0
2022-05-25,871.889,6883.5,1614127.9,14630.0
2022-05-27,866.503,7026.26,1677145.25,14575.0
2022-05-30,867.772,7037.56,1712048.77,14557.0
2022-05-31,859.325,7148.97,1671888.6,14580.0
2022-06-02,867.583,7148.72,1692277.6,14480.0
2022-06-03,858.998,7182.96,1715888.45,14435.0
2022-06-06,854.518,7096.58,1712325.0,14450.0
2022-06-07,861.417,7141.04,1725952.14,14454.0
2022-06-08,865.102,7193.31,1769373.9,14490.0
2022-06-09,867.749,7182.83,1769185.6,14560.0
2022-06-10,879.335,7086.65,1755748.5,14550.0
2022-06-13,864.142,6995.44,1775010.54,14678.0
2022-06-14,858.404,7049.88,1747676.35,14695.0
2022-06-15,866.626,7007.05,1699669.4000000001,14740.0
2022-06-16,884.304,7050.33,1736216.35,14765.0
2022-06-17,877.954,6936.97,1623788.76,14821.0
2022-06-20,876.603,6976.38,1614097.2,14830.0
2022-06-21,874.184,7044.07,1638726.5,14810.0
2022-06-22,876.435,6984.31,1578514.3499999999,14865.0
2022-06-23,870.199,6998.27,1546845.45,14835.0
2022-06-24,871.323,7042.94,1597618.9000000001,14845.0
2022-06-27,867.696,7016.06,1621636.0,14800.0
2022-06-28,869.029,6996.46,1657959.6,14835.0
2022-06-29,868.938,6942.35,1630123.22,14849.0
2022-06-30,867.456,6911.58,1575295.2000000002,14895.0
2022-07-01,871.015,6794.33,1619402.05,14935.0
2022-07-04,871.796,6639.17,1652136.0,14965.0
2022-07-05,852.116,6703.27,1491007.5,14985.0
2022-07-06,838.421,6646.41,1477457.35,14995.0
2022-07-07,837.161,6652.59,1540436.35,14995.0
2022-07-08,838.973,6740.22,1569230.25,14975.0
2022-07-11,836.829,6722.15,1558227.3,14970.0
2022-07-12,831.544,6718.29,1436162.4000000001,14985.0
2022-07-13,838.667,6640.99,1443055.5,14985.0
2022-07-14,827.125,6690.09,1435742.2,14990.0
2022-07-15,823.15,6651.9,1462874.1,14990.0
2022-07-18,823.283,6659.25,1537153.2,14982.0
2022-07-19,823.338,6736.09,1560694.5,14975.0
2022-07-20,816.951,6874.74,1532366.1,14985.0
2022-07-21,829.715,6864.13,1448140.5,15030.0
2022-07-22,831.857,6886.96,1421920.5,15015.0
2022-07-25,827.665,6858.41,1450016.5,14995.0
2022-07-26,827.691,6871.54,1424225.1,14995.0
2022-07-27,831.865,6898.22,1459872.6,15010.0
2022-07-28,838.268,6956.82,1439550.6,14930.0
2022-07-29,841.268,6951.12,1462534.6,14830.0
2022-08-01,845.604,6968.78,1396144.3,14870.0
2022-08-02,842.98,6988.16,1405913.8,14890.0
2022-08-03,844.877,7046.63,1351740.5999999999,14910.0
2022-08-04,857.38,7057.35,1321902.2000000002,14930.0
2022-08-05,852.917,7084.65,1325358.9000000001,14890.0
2022-08-08,853.061,7086.85,1350055.0,14875.0
2022-08-09,857.199,7102.88,1343925.0,14850.0
2022-08-10,850.905,7086.24,1366999.1,14870.0
2022-08-11,847.84,7160.38,1392930.1,14765.0
2022-08-12,849.351,7129.28,1350499.85,14665.0
2022-08-15,845.493,7093.28,1317903.4,14740.0
2022-08-16,842.098,7133.45,1277615.45,14765.0
2022-08-18,839.696,7186.56,1342115.0,14830.0
2022-08-19,835.512,7172.43,1346572.95,14835.0
2022-08-22,832.37,7107.98,1343073.55,14885.0
2022-08-23,834.689,7163.27,1390632.9,14835.0
2022-08-24,835.394,7194.71,1408642.05,14845.0
2022-08-25,835.51,7174.21,1371146.4,14820.0
2022-08-26,828.573,7135.25,1378683.9000000001,14815.0
2022-08-29,831.964,7132.04,1444963.9500000002,14895.0
2022-08-30,823.254,7159.47,1359937.6,14840.0
2022-08-31,816.775,7178.59,1328922.0,14840.0
2022-09-01,812.817,7153.1,1288756.8,14880.0
2022-09-02,819.945,7177.18,1293928.6500000001,14895.0
2022-09-05,818.879,7231.88,1325504.0,14900.0
2022-09-06,815.12,7233.15,1293208.8,14885.0
2022-09-07,823.604,7186.76,1222135.0999999999,14915.0
2022-09-08,817.697,7232.02,1244328.3,14895.0
2022-09-09,819.162,7242.66,1286922.12,14828.0
2022-09-12,824.027,7254.46,1302655.2,14840.0
2022-09-13,818.927,7318.02,1296553.5,14850.0
2022-09-14,813.094,7278.08,1318794.4000000001,14905.0
2022-09-15,799.693,7305.6,1267564.5,14895.0
2022-09-16,807.859,7168.87,1272394.5,14950.0
2022-09-19,807.506,7195.49,1283806.75,14975.0
2022-09-20,803.814,7196.95,1265061.0,14980.0
2022-09-21,809.507,7188.31,1243685.3,14995.0
2022-09-22,807.431,7218.91,1253602.3499999999,15015.0
2022-09-23,798.727,7178.58,1183855.9,15035.0
2022-09-26,792.215,7127.5,1160238.75,15125.0
2022-09-27,794.601,7112.45,1186920.0,15120.0
2022-09-28,809.758,7077.03,1253609.0,15260.0
2022-09-29,810.934,7036.2,1239569.8,15260.0
2022-09-30,817.209,7040.8,1210235.25,15225.0
2022-10-03,834.389,7009.72,1279539.0,15300.0
2022-10-04,842.286,7072.26,1318997.4,15245.0
2022-10-05,838.962,7075.38,1333074.4000000001,15190.0
2022-10-06,838.668,7076.62,1343113.25,15185.0
2022-10-07,833.176,7026.78,1412760.0,15250.0
2022-10-10,821.857,6994.4,1395200.3,15310.0
2022-10-11,822.458,6939.15,1371969.25,15355.0
2022-10-12,824.085,6909.21,1340030.8499999999,15355.0
2022-10-13,823.518,6880.63,1368729.6,15360.0
2022-10-14,817.867,6814.53,1320534.25,15425.0
2022-10-17,819.353,6831.12,1323348.0999999999,15485.0
2022-10-18,822.027,6834.49,1280811.2999999998,15465.0
2022-10-19,816.365,6860.42,1325597.25,15495.0
2022-10-20,814.594,6980.65,1338708.6,15570.0
2022-10-21,828.028,7017.77,1329331.5,15630.0
2022-10-24,827.354,7053.04,1318179.3,15585.0
2022-10-25,825.601,7048.38,1332698.4,15620.0
2022-10-26,829.726,7043.94,1368670.79,15569.0
2022-10-27,832.111,7091.76,1386530.2,15565.0
2022-10-28,822.64,7056.04,1366669.2000000002,15548.0
2022-10-31,820.428,7098.89,1349435.35,15595.0
2022-11-01,830.221,7052.3,1380781.25,15625.0
2022-11-02,824.884,7015.69,1408050.0,15645.0
2022-11-03,827.078,7034.57,1383828.1500000001,15695.0
2022-11-04,844.037,7045.53,1457218.35,15735.0
2022-11-07,844.883,7102.4,1441561.9500000002,15705.0
2022-11-08,861.259,7050.13,1395442.45,15695.0
2022-11-09,861.013,7070.08,1343926.14,15658.0
2022-11-10,875.636,6966.84,1356714.3,15690.0
2022-11-11,880.961,7089.21,1377990.4,15490.0
2022-11-14,885.546,7019.39,1332273.05,15515.0
2022-11-15,889.644,7035.5,1350302.2,15535.0
2022-11-16,891.555,7014.38,1335204.0,15600.0
2022-11-17,889.209,7044.99,1278482.4,15660.0
2022-11-18,880.561,7082.18,1256054.8,15685.0
2022-11-21,879.357,7063.25,1252558.3,15710.0
2022-11-22,876.358,7030.59,1270510.25,15695.0
2022-11-23,879.376,7054.12,1222488.9,15685.0
2022-11-24,883.412,7080.52,1220930.85,15663.0
2022-11-25,885.26,7053.15,1195307.6,15670.0
2022-11-28,881.247,7017.36,1214212.7999999998,15720.0
2022-11-29,884.683,7012.07,1230868.0,15740.0
2022-11-30,888.618,7081.31,1267208.8,15730.0
2022-12-01,892.216,7020.8,1265494.8,15560.0
2022-12-02,888.826,7019.64,1238627.5,15425.0
2022-12-05,881.999,6987.33,1196991.0,15465.0
2022-12-06,889.659,6892.57,1162849.05,15615.0
2022-12-07,896.296,6818.75,1134788.3,15635.0
2022-12-08,897.183,6804.23,1125577.2,15620.0
2022-12-09,901.657,6715.12,1114113.0,15582.0
2022-12-12,897.735,6734.45,1147500.0,15625.0
2022-12-13,906.044,6810.32,1177099.45,15655.0
2022-12-14,903.113,6801.75,1204639.3,15590.0
2022-12-15,892.883,6751.86,1190643.75,15615.0
2022-12-16,900.263,6812.19,1161047.75,15595.0
2022-12-19,894.612,6779.7,1183504.55,15595.0
2022-12-20,909.481,6768.32,1189188.0,15600.0
2022-12-21,906.332,6820.66,1219370.4,15585.0
2022-12-22,897.066,6824.43,1222251.0,15580.0
2022-12-23,901.074,6800.67,1236910.6,15590.0
2022-12-26,907.687,6835.81,1265561.1,15630.0
2022-12-27,910.486,6923.03,1249198.2,15660.0
2022-12-28,915.847,6850.52,1234020.0,15700.0
2022-12-29,909.954,6860.08,1230639.55,15655.0
2022-12-30,910.904,6850.62,1252515.55,15565.0
2023-01-02,913.191,6850.98,1252917.9,15570.0
2023-01-03,920.99,6888.76,1202686.4000000001,15595.0
2023-01-04,929.136,6813.24,1139263.5,15585.0
2023-01-05,921.273,6653.84,1153521.6,15605.0
2023-01-06,936.39,6684.56,1157245.2000000002,15630.0
2023-01-09,938.49,6688.27,1166129.8,15565.0
2023-01-10,937.479,6622.5,1173510.9000000001,15570.0
2023-01-11,930.672,6584.45,1202486.4000000001,15480.0
2023-01-12,927.374,6629.93,1206176.4000000001,15336.0
2023-01-13,933.228,6641.83,1212865.4,15140.0
2023-01-16,931.592,6688.06,1188761.6,15040.0
2023-01-17,931.523,6767.34,1219622.0,15160.0
2023-01-18,926.768,6765.79,1203783.0,15085.0
2023-01-19,941.452,6819.91,1217211.0,15100.0
2023-01-20,932.786,6874.93,1230314.8,15070.0
2023-01-24,931.556,6860.85,1192735.05,14885.0
2023-01-25,934.904,6829.93,1199044.0,14960.0
2023-01-26,927.664,6864.82,1210694.4500000002,14945.0
2023-01-27,928.093,6898.98,1193606.4000000001,14980.0
2023-01-30,928.313,6872.48,1165773.5,14965.0
2023-01-31,929.942,6839.34,1181866.95,14985.0
2023-02-01,934.067,6862.26,1143857.7,14970.0
2023-02-02,916.621,6890.57,1128715.0,14875.0
2023-02-03,905.581,6911.73,1092777.1,14890.0
2023-02-06,912.614,6873.79,1115355.5,15050.0
2023-02-07,911.306,6935.3,1167899.6,15140.0
2023-02-08,912.629,6940.12,1184504.65,15095.0
2023-02-09,906.536,6897.37,1177925.4000000001,15090.0
2023-02-10,910.924,6880.33,1206163.6,15130.0
2023-02-13,906.888,6900.14,1217326.6,15190.0
2023-02-14,905.378,6941.85,1198154.3,15155.0
2023-02-15,897.516,6914.54,1194568.0,15200.0
2023-02-16,894.247,6895.66,1189358.97,15153.0
2023-02-17,898.467,6895.71,1160368.0,15200.0
2023-02-20,897.882,6894.72,1171481.5,15155.0
2023-02-21,898.738,6873.4,1156489.5999999999,15185.0
2023-02-22,891.817,6809.97,1124040.0,15200.0
2023-02-23,891.231,6839.45,1144797.15,15185.0
2023-02-24,888.847,6856.58,1161590.4,15220.0
2023-02-27,888.937,6854.78,1155255.2000000002,15265.0
2023-02-28,895.114,6843.24,1174627.25,15245.0
2023-03-01,900.484,6844.94,1183218.7,15230.0
2023-03-02,904.351,6857.42,1193894.0,15275.0
2023-03-03,911.334,6813.64,1218705.6,15295.0
2023-03-06,911.901,6807.0,1230233.4,15290.0
2023-03-07,899.549,6766.76,1190465.0999999999,15345.0
2023-03-08,900.959,6776.37,1182863.8,15430.0
2023-03-09,912.127,6799.79,1167602.4,15420.0
2023-03-10,930.701,6765.3,1184322.6,15445.0
2023-03-13,947.586,6786.96,1148928.0,15360.0
2023-03-14,941.109,6641.81,1097055.4,15380.0
2023-03-15,953.607,6628.14,1038489.6,15360.0
2023-03-16,951.239,6565.73,1050881.25,15375.0
2023-03-17,982.694,6678.24,1023791.6,15340.0
2023-03-20,976.244,6612.49,1038612.2,15355.0
2023-03-21,954.609,6691.61,1063522.2,15340.0
2023-03-24,964.856,6762.25,1049289.0,15150.0
2023-03-27,950.309,6708.93,1103435.55,15155.0
2023-03-28,955.828,6760.33,1104222.0,15085.0
2023-03-29,949.488,6839.44,1098928.2,15060.0
2023-03-30,956.598,6808.95,1118896.6500000001,15045.0
2023-03-31,947.815,6805.28,1134293.3,14990.0
